week,political_leaning,Anger_Score,Disgust_Score,Fear_Score,Joy_Score,Neutral_Score,Sadness_Score,Surprise_Score
2023-04-04,Conservative,0.10774384541609494,0.06454041964887568,0.10126366048482138,0.04008935162198242,0.4968516443364529,0.02634840400639434,0.16316268279182686
2023-04-11,Conservative,0.09866229159432267,0.06707811307731183,0.06866042139027115,0.021819280661893807,0.6383087974012135,0.025373745521175675,0.08009735277173888
2023-04-18,Conservative,0.09864538210639426,0.11288893804979326,0.04997379455580222,0.021988603236686926,0.5994336041865961,0.04836501048186849,0.06870467333130595
2023-04-25,Conservative,0.0862953923587199,0.11320761725166069,0.058492998505936936,0.028993117614253744,0.5817974674116287,0.0401286098742044,0.09108480355297655
2023-05-02,Conservative,0.10398818377260043,0.13023104151525627,0.05982313007492572,0.018106778069799306,0.553125714255466,0.027742827470344827,0.10698232462051455
2023-05-09,Conservative,0.10306099665274822,0.12026081189514304,0.07460507287806166,0.01720619798091284,0.5712508517001647,0.03714353477175428,0.07647253490899235
2023-05-16,Conservative,0.09205003416238565,0.1293725454831356,0.05055158172748332,0.01640055606271956,0.5525249336548403,0.03709729936993106,0.12200305062990796
2023-05-23,Conservative,0.11420504201599947,0.13581783083126145,0.034449942504233146,0.02703992546663526,0.5711110772071628,0.03017531976331065,0.08720086122671737
2023-05-30,Conservative,0.11427596277565136,0.11384343549202215,0.0691276584603205,0.022457798207256924,0.5662143443644579,0.04929800106490324,0.06478279388603601
2023-06-06,Conservative,0.12103587033546707,0.1149025601155769,0.07402564729591442,0.03682919461128556,0.5623221596700867,0.02251097099571732,0.0683735939846291
2023-06-13,Conservative,0.10930107322831943,0.10804854940977829,0.04588092586380381,0.036849901626729145,0.567218142987362,0.02265707874626271,0.1100443302742427
2023-06-20,Conservative,0.05489426372534501,0.11636263403040036,0.033412704083188194,0.03817341143699128,0.6579075581457925,0.026826717307127653,0.07242272608141627
2023-06-27,Conservative,0.11532787234569788,0.12864706468607698,0.02768230306157689,0.01425075271209095,0.6151032195698503,0.04907688979096541,0.049911901752456175
2023-07-04,Conservative,0.07972438379402942,0.10550249946571072,0.06661856830198461,0.01614319026184328,0.646950852614597,0.03973902812536506,0.04532146847710046
2023-07-11,Conservative,0.12476001328676437,0.12951921711750658,0.0670772692444318,0.020704088390110446,0.5646362854500434,0.044695999446308324,0.048607132409025665
2023-07-18,Conservative,0.08605164022331954,0.12340943797046248,0.03310529518874537,0.023886499125837186,0.6474453078525696,0.0161908104517415,0.06991101992663742
2023-07-25,Conservative,0.1161442969935068,0.10184454356304141,0.05791696810682738,0.019419770095371536,0.6125437707383314,0.0288957179786273,0.06323494063288868
2023-08-01,Conservative,0.09383586026103181,0.1384748591555858,0.04101229881780449,0.02012296658559578,0.6121411090012101,0.023440583087473224,0.07097232634987445
2023-08-08,Conservative,0.08819760470109278,0.10992562759275186,0.043757026726248156,0.025344980402875923,0.6307451071989365,0.037725508930937644,0.06430414299288051
2023-08-15,Conservative,0.12001622004038466,0.1283827635173605,0.07059621716405838,0.00831866596264422,0.5342578908325885,0.038234831002636166,0.10019341487012154
2023-08-22,Conservative,0.10155082680669816,0.10105506618784289,0.053367137490417604,0.03096850780064951,0.6044952846824938,0.04042439932226822,0.06813878224285176
2023-08-29,Conservative,0.12780924030870086,0.15726471589278831,0.04938606182338047,0.03845611343458221,0.5371678082081074,0.03326062039509042,0.05665543459305111
